Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type
idea,11.26,11,16c EDUCATION Science Template 2 TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
record,11.26,11,16c EDUCATION Science Template 2 TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
test,11.26,11,16c EDUCATION Science Template 2 TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
investigate,11.26,11,16c EDUCATION Science Template 2 TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
wow!,11.26,11,16c EDUCATION Science Template 2 TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
predict,11.26,11,16c EDUCATION Science Template 2 TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
evidence,11.26,11,16c EDUCATION Science Template 2 TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
look,11.26,11,16c EDUCATION Science Template 2 TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 01 CORE pg2 TEEN -> 16 EDUCATION Index pg 1 TEEN -> 16c EDUCATION Science Core TEEN -> 16c EDUCATION Science Expanded Index TEEN -> 16c EDUCATION Science Template 2 TEEN,Regular
next,3.26,3,13a TIME pg1,137.14,324.0,"(2, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
first,3.26,3,13a TIME pg1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
time,3.26,3,13a TIME pg1,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
last,3.26,3,13a TIME pg1,137.14,540.0,"(3, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
then,3.26,3,13a TIME pg1,137.14,756.0,"(4, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
again,3.26,3,13a TIME pg1,137.14,972.0,"(5, 1)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
never,3.26,3,13a TIME pg1,960.0,108.0,"(1, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
always,3.26,3,13a TIME pg1,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
early,3.26,3,13a TIME pg1,685.71,972.0,"(5, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
already,3.26,3,13a TIME pg1,411.43,324.0,"(2, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
ever,3.26,3,13a TIME pg1,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
late,3.26,3,13a TIME pg1,685.71,540.0,"(3, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
later,3.26,3,13a TIME pg1,411.43,972.0,"(5, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
afternoon,3.26,3,13a TIME pg1,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
morning,3.26,3,13a TIME pg1,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
yesterday,3.26,3,13a TIME pg1,960.0,108.0,"(1, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
tomorrow,3.26,3,13a TIME pg1,960.0,324.0,"(2, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
evening,3.26,3,13a TIME pg1,685.71,324.0,"(2, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
before,3.26,3,13a TIME pg1,411.43,540.0,"(3, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
after,3.26,3,13a TIME pg1,411.43,756.0,"(4, 2)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
tonight,3.26,3,13a TIME pg1,960.0,540.0,"(3, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
today,3.26,3,13a TIME pg1,960.0,756.0,"(4, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
soon,3.26,3,13a TIME pg1,685.71,756.0,"(4, 3)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
night,3.26,3,13a TIME pg1,960.0,972.0,"(5, 4)",01 CORE pg1 -> 01 CORE pg2 -> 13a TIME pg1,Regular
I,3.26,3,17c MESSAGES go,960.0,108.0,"(1, 4)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
I,3.26,3,17c MESSAGES go,411.43,108.0,"(1, 2)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
I,3.26,3,17c MESSAGES go,411.43,108.0,"(1, 2)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
when,3.26,3,17c MESSAGES go,411.43,324.0,"(2, 2)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
go,3.26,3,17c MESSAGES go,960.0,108.0,"(1, 4)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
let's,3.26,3,17c MESSAGES go,685.71,108.0,"(1, 3)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
I,3.26,3,17c MESSAGES go,685.71,108.0,"(1, 3)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
where,3.26,3,17c MESSAGES go,960.0,324.0,"(2, 4)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
I,3.26,3,17c MESSAGES go,685.71,540.0,"(3, 3)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
Are,3.26,3,17c MESSAGES go,411.43,540.0,"(3, 2)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
where,3.26,3,17c MESSAGES go,685.71,324.0,"(2, 3)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
I,3.26,3,17c MESSAGES go,960.0,540.0,"(3, 4)",01 CORE pg1 -> 17a MESSAGES index -> 17c MESSAGES go,Regular
tall,4.26,4,08h PLAY building expanded,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
tower,4.26,4,08h PLAY building expanded,137.14,756.0,"(4, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
break,4.26,4,08h PLAY building expanded,685.71,756.0,"(4, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
brick,4.26,4,08h PLAY building expanded,411.43,756.0,"(4, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
little,4.26,4,08h PLAY building expanded,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
it's,4.26,4,08h PLAY building expanded,960.0,324.0,"(2, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
I,4.26,4,08h PLAY building expanded,411.43,108.0,"(1, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
it's,4.26,4,08h PLAY building expanded,685.71,324.0,"(2, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
I,4.26,4,08h PLAY building expanded,960.0,108.0,"(1, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
your,4.26,4,08h PLAY building expanded,960.0,108.0,"(1, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
will,4.26,4,08h PLAY building expanded,137.14,324.0,"(2, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
I,4.26,4,08h PLAY building expanded,411.43,324.0,"(2, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
can,4.26,4,08h PLAY building expanded,137.14,108.0,"(1, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
my,4.26,4,08h PLAY building expanded,685.71,108.0,"(1, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
that's,4.26,4,08h PLAY building expanded,685.71,108.0,"(1, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
I,4.26,4,08h PLAY building expanded,137.14,108.0,"(1, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
I,4.26,4,08h PLAY building expanded,411.43,108.0,"(1, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
fall,4.26,4,08h PLAY building expanded,137.14,972.0,"(5, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
build,4.26,4,08h PLAY building expanded,411.43,972.0,"(5, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
big,4.26,4,08h PLAY building expanded,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
push,4.26,4,08h PLAY building expanded,685.71,972.0,"(5, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
off,4.26,4,08h PLAY building expanded,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
again,4.26,4,08h PLAY building expanded,960.0,972.0,"(5, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core -> 08h PLAY building expanded,Regular
off,2.26,2,11 POSITION core,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 11 POSITION core,Regular
under,2.26,2,11 POSITION core,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 11 POSITION core,Regular
over,2.26,2,11 POSITION core,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 11 POSITION core,Regular
there,2.26,2,11 POSITION core,960.0,972.0,"(5, 4)",01 CORE pg1 -> 11 POSITION core,Regular
here,2.26,2,11 POSITION core,685.71,972.0,"(5, 3)",01 CORE pg1 -> 11 POSITION core,Regular
out,2.26,2,11 POSITION core,411.43,972.0,"(5, 2)",01 CORE pg1 -> 11 POSITION core,Regular
away,2.26,2,11 POSITION core,137.14,972.0,"(5, 1)",01 CORE pg1 -> 11 POSITION core,Regular
it,2.26,2,11 POSITION core,411.43,108.0,"(1, 2)",01 CORE pg1 -> 11 POSITION core,Regular
you,2.26,2,11 POSITION core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 11 POSITION core,Regular
not,2.26,2,11 POSITION core,685.71,756.0,"(4, 3)",01 CORE pg1 -> 11 POSITION core,Regular
more,2.26,2,11 POSITION core,685.71,540.0,"(3, 3)",01 CORE pg1 -> 11 POSITION core,Regular
I,2.26,2,11 POSITION core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 11 POSITION core,Regular
in,2.26,2,11 POSITION core,411.43,756.0,"(4, 2)",01 CORE pg1 -> 11 POSITION core,Regular
good,2.26,2,11 POSITION core,411.43,540.0,"(3, 2)",01 CORE pg1 -> 11 POSITION core,Regular
see,2.26,2,11 POSITION core,137.14,540.0,"(3, 1)",01 CORE pg1 -> 11 POSITION core,Regular
now,2.26,2,11 POSITION core,137.14,756.0,"(4, 1)",01 CORE pg1 -> 11 POSITION core,Regular
want,2.26,2,11 POSITION core,137.14,324.0,"(2, 1)",01 CORE pg1 -> 11 POSITION core,Regular
help,2.26,2,11 POSITION core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 11 POSITION core,Regular
be,2.26,2,11 POSITION core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 11 POSITION core,Regular
trowel,4.26,4,15l TOPICS Outside Garden Things,685.71,756.0,"(4, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
rake,4.26,4,15l TOPICS Outside Garden Things,960.0,756.0,"(4, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
washing,4.26,4,15l TOPICS Outside Garden Things,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
lawn,4.26,4,15l TOPICS Outside Garden Things,685.71,540.0,"(3, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
shed,4.26,4,15l TOPICS Outside Garden Things,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
wheelbarrow,4.26,4,15l TOPICS Outside Garden Things,960.0,540.0,"(3, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
bucket,4.26,4,15l TOPICS Outside Garden Things,137.14,756.0,"(4, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
spade,4.26,4,15l TOPICS Outside Garden Things,411.43,756.0,"(4, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
hose,4.26,4,15l TOPICS Outside Garden Things,411.43,540.0,"(3, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
watering,4.26,4,15l TOPICS Outside Garden Things,137.14,540.0,"(3, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
wall,4.26,4,15l TOPICS Outside Garden Things,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
steps,4.26,4,15l TOPICS Outside Garden Things,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
garden,4.26,4,15l TOPICS Outside Garden Things,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
barbecue,4.26,4,15l TOPICS Outside Garden Things,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
fire,4.26,4,15l TOPICS Outside Garden Things,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
peg,4.26,4,15l TOPICS Outside Garden Things,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
ladder,4.26,4,15l TOPICS Outside Garden Things,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
greenhouse,4.26,4,15l TOPICS Outside Garden Things,137.14,324.0,"(2, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
fence,4.26,4,15l TOPICS Outside Garden Things,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15l TOPICS Outside -> 15l TOPICS Outside Garden Things,Regular
27,5.26,5,22 NUMBERS expanded 21-40,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
26,5.26,5,22 NUMBERS expanded 21-40,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
32,5.26,5,22 NUMBERS expanded 21-40,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
33,5.26,5,22 NUMBERS expanded 21-40,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
31,5.26,5,22 NUMBERS expanded 21-40,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
22,5.26,5,22 NUMBERS expanded 21-40,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
21,5.26,5,22 NUMBERS expanded 21-40,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
29,5.26,5,22 NUMBERS expanded 21-40,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
30,5.26,5,22 NUMBERS expanded 21-40,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
21,5.26,5,22 NUMBERS expanded 21-40,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
35,5.26,5,22 NUMBERS expanded 21-40,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
40,5.26,5,22 NUMBERS expanded 21-40,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
36,5.26,5,22 NUMBERS expanded 21-40,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
39,5.26,5,22 NUMBERS expanded 21-40,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 18a SPELLING keyboards index -> 22 NUMBERS expanded 1-20 -> 22 NUMBERS expanded 21-40,Regular
letter,4.26,4,16a SCHOOL English Core,137.14,972.0,"(5, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
alphabet,4.26,4,16a SCHOOL English Core,685.71,972.0,"(5, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
listen,4.26,4,16a SCHOOL English Core,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
read,4.26,4,16a SCHOOL English Core,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
story,4.26,4,16a SCHOOL English Core,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
look,4.26,4,16a SCHOOL English Core,960.0,972.0,"(5, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
sound,4.26,4,16a SCHOOL English Core,411.43,972.0,"(5, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
it,4.26,4,16a SCHOOL English Core,411.43,108.0,"(1, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
you,4.26,4,16a SCHOOL English Core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
not,4.26,4,16a SCHOOL English Core,685.71,756.0,"(4, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
more,4.26,4,16a SCHOOL English Core,685.71,540.0,"(3, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
I,4.26,4,16a SCHOOL English Core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
in,4.26,4,16a SCHOOL English Core,411.43,756.0,"(4, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
good,4.26,4,16a SCHOOL English Core,411.43,540.0,"(3, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
see,4.26,4,16a SCHOOL English Core,137.14,540.0,"(3, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
now,4.26,4,16a SCHOOL English Core,137.14,756.0,"(4, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
want,4.26,4,16a SCHOOL English Core,137.14,324.0,"(2, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
help,4.26,4,16a SCHOOL English Core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
be,4.26,4,16a SCHOOL English Core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16a SCHOOL English Core,Regular
lift,3.26,3,04e ACTIONS moving verbs pg1,137.14,540.0,"(3, 1)",01 CORE pg1 -> 04a ACTIONS main -> 04e ACTIONS moving verbs pg1,Regular
hurry,3.26,3,04e ACTIONS moving verbs pg1,960.0,324.0,"(2, 4)",01 CORE pg1 -> 04a ACTIONS main -> 04e ACTIONS moving verbs pg1,Regular
